4: Kazalniki bolniškega staleža po spolu in gospodarskih dejavnostih (SKD), Slovenija, letno po spremenljivkah: Gospodarske dejavnosti po SKD, Kazalnik, Leto in Spol;;;
;;;
;;;Spol - SKUPAJ
1 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2011;-
2 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2012;-
3 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2013;-
4 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2014;-
5 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2015;3
6 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2016;2
7 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2017;-
8 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2018;-
;;;
"Pojasnilo (*)
- V dejavnosti O so od leta 2011 vklju?ene brezposelne osebe iz vseh dejavnosti, ki so imele pravico do denarnega nadomestila za ?as za?asne nezmožnosti za delo. Najve? primerov je bilo v letih 2010-2012. ZUJF z dne 31. 5. 2012 ukinja to pravico, razen v primerih že za?etih postopkov za uveljavljanje pravice.";;;
"Povezane vsebine:
- <A class=seznam HREF=/docs/3_3f_BS_2016.pdf target=_blank>Metodološka pojasnila</A>
";;;
;;;
Zadnja posodobitev:;;;
20190515 09:00;;;
;;;
Vir podatkov:;;;
NIJZ;;;
;;;
Kontakt:;;;
Blaženka Jeren, NIJZ;;;
+386 (01) 2441 501;;;
<a href='mailto:blazenka.jeren@nijz.si'>blazenka.jeren@nijz.si</a>;;;
;;;
Avtorske pravice;;;
;;;
Enote:;;;
Primeri;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Zbirka podatkov:;;;
NIJZ 3 - Evidenca za?asne odsotnosti z dela zaradi bolezni, poškodb in drugih vzrokov (BS);;;
;;;
Kratko ime:;;;
10700004;;;
